F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,lables
82,75,60,1,45,95,51,63,21,91,72,50,19,43,38,66,0,91,3,29,70,8,47,71,21,46,49
82,88,1,28,83,7,82,85,18,87,43,4,20,70,25,34,14,25,66,59,43,96,98,71,54,10,42
70,55,35,12,72,10,2,95,57,97,69,81,61,71,86,48,28,2,87,91,54,82,18,17,93,60,90
93,99,74,12,84,21,46,57,78,45,100,95,100,60,90,13,82,58,28,15,37,49,40,88,80,39,54
16,50,58,38,99,94,52,54,28,19,74,66,79,42,58,92,12,63,38,46,24,45,78,55,14,21,5
99,82,53,28,26,40,56,56,56,83,89,18,19,82,79,50,77,80,26,90,2,19,32,81,63,45,52
22,42,76,20,66,95,25,3,66,29,2,68,10,48,74,35,60,36,49,47,30,75,95,8,74,62,69
42,16,43,89,21,25,21,49,54,17,23,88,55,36,41,57,62,66,15,51,80,54,46,98,56,26,49
76,53,18,20,3,71,70,57,7,64,16,77,76,22,54,8,35,0,8,36,92,67,79,46,33,36,89
78,76,63,78,39,79,72,91,29,78,63,40,62,36,71,44,21,73,8,43,94,49,53,60,94,35,50
15,70,10,82,64,42,41,10,93,67,42,35,28,87,61,49,40,50,33,62,41,35,14,53,95,90,8
16,32,80,31,89,34,54,39,64,47,31,25,81,78,78,0,1,74,68,60,40,90,61,30,97,65,98
69,41,40,0,24,33,19,49,62,38,7,80,100,36,2,2,25,70,44,19,44,100,37,24,68,57,98
22,19,41,68,90,66,66,50,70,5,54,32,11,41,22,70,4,41,35,53,22,27,8,19,65,51,43
48,91,83,28,56,95,72,26,91,90,86,66,0,12,97,50,48,1,69,50,2,30,25,49,24,79,62
78,65,84,6,34,97,62,32,96,49,83,92,48,74,90,29,76,45,37,24,99,2,66,92,25,78,100
47,26,39,85,3,64,81,46,0,10,81,95,62,0,16,64,76,92,13,89,59,100,23,59,23,84,1
54,33,77,33,91,99,28,28,92,27,33,31,47,100,11,66,15,95,2,32,92,45,85,59,28,89,43
96,53,99,58,28,18,24,49,62,14,91,62,34,28,49,86,37,31,25,55,22,78,63,43,9,15,65
40,51,34,33,87,56,2,43,4,85,36,70,47,56,90,21,88,74,99,0,81,87,34,14,41,24,80
83,99,50,19,88,47,74,78,92,47,62,15,95,44,59,20,35,83,15,55,86,21,53,59,82,40,98
51,42,89,88,8,48,57,97,87,47,73,84,42,10,65,31,39,92,43,49,53,51,78,47,72,57,4
98,59,30,14,22,10,15,67,34,18,8,29,77,29,41,45,8,38,16,94,0,41,6,76,33,84,37
96,85,33,12,81,37,76,91,28,75,52,91,72,80,3,49,17,75,100,19,70,60,52,25,55,85,16
23,50,75,85,62,71,46,13,63,16,41,99,15,34,31,10,18,57,1,44,27,85,97,22,52,16,20
14,11,42,87,45,28,90,12,71,96,8,41,83,83,65,73,38,64,56,96,36,29,66,45,73,78,72
67,2,43,42,77,45,7,4,85,84,20,15,82,25,49,49,97,7,74,90,67,36,78,33,92,91,36
54,36,80,68,52,20,41,51,49,20,77,1,3,9,59,79,76,28,5,25,35,0,56,41,88,81,17
9,16,34,27,64,33,44,85,96,33,17,37,26,70,18,15,63,32,13,91,72,99,94,63,21,9,73
17,49,76,43,62,41,16,90,76,61,48,47,12,73,22,65,62,70,34,25,54,64,86,40,38,76,20
87,10,82,1,37,10,42,71,19,15,46,17,14,3,10,41,61,39,16,78,73,6,32,61,31,57,16
93,62,58,66,76,24,33,33,28,5,6,59,66,53,33,80,44,88,19,73,14,8,45,87,97,34,44
41,66,80,18,16,50,7,30,93,27,80,37,94,71,29,34,88,24,85,50,70,43,28,94,34,31,82
99,86,13,86,73,0,37,95,57,24,84,39,22,3,20,62,34,81,97,86,38,64,13,31,5,25,2
81,63,73,94,96,56,17,48,86,64,69,97,42,55,42,23,28,68,65,65,58,38,75,16,52,93,16
4,95,16,29,6,12,25,84,74,50,94,97,41,58,92,64,60,48,0,87,19,32,77,49,76,70,19
58,50,43,44,39,59,21,30,74,84,70,86,20,42,23,17,27,12,93,96,43,45,5,4,51,71,63
11,63,95,12,60,31,64,87,82,24,13,32,35,33,4,51,67,32,5,12,5,55,42,10,24,48,26
14,3,28,44,35,9,1,13,19,58,24,44,33,62,10,80,4,50,91,100,35,49,0,49,79,17,1
98,7,35,98,87,12,86,17,80,95,37,42,86,71,80,33,58,95,53,99,27,22,12,76,4,86,51
92,25,47,50,15,43,44,3,2,2,14,76,0,11,92,22,56,53,12,56,97,55,72,75,45,82,97
83,19,93,50,72,43,45,41,48,49,24,92,20,71,75,14,37,92,25,8,99,91,5,27,39,93,8
19,1,84,75,3,68,79,86,20,98,9,41,30,84,24,55,75,57,25,18,54,13,51,56,63,53,12
52,68,31,79,95,13,5,59,29,1,0,10,44,43,91,5,65,97,32,11,23,67,41,45,63,51,98
43,81,78,12,81,97,39,44,63,38,84,59,69,69,5,61,30,97,2,15,52,66,22,26,73,76,91
2,87,44,7,80,68,18,30,37,64,9,42,59,71,45,12,23,3,66,35,45,91,27,15,52,22,59
88,64,64,35,100,31,91,6,48,24,97,89,6,71,65,27,35,67,91,6,8,62,13,34,28,41,86
43,73,93,88,9,99,98,45,69,92,78,2,31,36,13,89,13,12,79,27,62,39,43,25,72,85,52
91,86,33,35,84,65,53,3,65,3,74,73,94,40,1,36,99,93,27,29,20,27,4,100,55,14,58
49,93,62,99,22,30,25,72,91,3,13,66,81,0,23,8,43,5,31,82,93,28,34,65,63,87,33
58,75,80,93,37,38,93,57,9,97,61,95,24,64,40,29,84,75,44,89,18,51,42,39,52,22,9
81,31,49,10,83,76,56,48,61,69,32,0,27,4,48,56,63,75,94,1,74,98,20,21,81,31,46
15,32,90,57,6,15,20,64,93,55,29,21,85,77,0,23,9,56,39,68,99,77,75,15,16,15,70
39,71,10,11,11,89,89,70,23,90,42,99,23,12,83,0,45,12,16,95,63,88,94,58,40,81,66
49,53,59,6,82,49,74,86,44,10,20,12,90,66,70,50,89,29,33,18,85,58,65,2,11,0,49
38,73,45,19,100,97,13,14,51,41,83,18,81,83,83,96,36,42,74,44,19,93,50,72,49,62,31
53,28,24,53,49,79,74,52,21,63,64,28,83,79,36,79,21,31,87,41,90,70,62,1,83,57,20
93,83,25,64,33,40,31,16,30,39,44,16,31,8,26,74,45,36,30,41,21,30,23,77,74,4,40
43,91,48,96,6,31,67,83,52,54,51,17,58,1,47,69,77,87,51,30,69,38,64,18,20,61,64
99,80,79,66,67,34,49,0,72,89,50,86,92,83,60,53,30,23,55,2,4,17,1,99,52,48,47
86,20,25,44,26,23,36,98,62,87,42,78,79,28,28,9,81,93,7,23,6,79,46,35,29,84,29
60,0,78,39,58,94,69,1,38,41,93,78,37,54,21,36,7,87,67,48,9,94,53,34,55,40,2
8,79,96,65,28,66,81,11,43,50,9,6,6,83,11,9,6,28,96,8,18,41,99,7,57,4,29
79,83,59,41,12,44,29,6,48,87,54,33,39,23,97,15,25,16,95,34,10,41,4,12,26,65,13
6,97,10,87,57,67,70,72,54,19,89,69,4,67,34,90,32,2,2,79,87,78,45,72,17,45,67
92,91,69,6,63,61,55,87,37,87,93,22,65,43,47,47,74,2,10,42,85,64,9,17,39,66,47
31,10,95,10,18,29,41,39,14,49,44,83,36,50,34,100,50,51,33,59,20,77,53,36,73,19,84
6,31,60,72,40,58,95,62,59,72,73,80,48,52,35,71,15,30,14,96,23,10,69,87,66,40,57
98,32,44,26,22,75,5,75,95,40,94,91,84,8,8,31,83,51,43,61,33,68,31,39,36,66,89
77,91,55,65,67,94,27,35,12,54,67,80,32,32,40,49,82,13,87,75,88,45,29,75,86,17,36
78,48,93,65,21,7,90,80,5,76,79,42,45,46,21,9,60,52,2,48,57,21,24,40,47,33,24
82,15,39,65,44,39,5,93,70,68,40,35,25,89,89,86,9,55,3,93,64,47,61,92,22,3,37
21,90,58,60,42,78,71,7,23,58,31,81,94,16,80,25,88,31,2,93,22,96,73,71,70,47,96
48,100,88,99,15,37,2,17,98,99,12,32,5,53,27,95,97,6,18,24,44,0,89,87,100,49,83
11,14,11,35,6,26,39,17,68,89,14,96,42,90,9,2,25,49,84,54,14,12,81,3,74,94,10
52,97,19,83,14,73,54,86,93,9,0,85,68,54,30,85,17,48,84,11,64,34,65,48,8,63,27
68,94,98,26,40,60,80,77,74,9,48,19,88,35,42,56,25,68,85,85,74,62,44,60,34,32,56
63,15,38,61,90,29,36,83,6,92,100,99,34,75,57,64,21,58,88,10,24,94,6,82,33,85,10
65,34,58,60,16,82,82,32,87,48,34,82,54,70,64,42,47,21,88,87,35,38,86,97,40,87,29
64,88,13,70,94,6,58,15,36,34,12,24,48,6,16,2,15,13,91,10,100,94,41,25,97,77,74
79,37,58,80,45,72,74,21,79,34,100,0,89,27,74,36,53,20,20,81,79,90,36,55,20,22,25
60,1,1,70,12,46,80,40,78,4,77,48,32,51,74,86,79,9,21,52,44,47,7,49,18,44,52
27,71,100,89,68,88,0,9,25,63,92,98,45,88,6,31,53,59,69,31,1,98,73,6,56,66,84
23,80,27,13,77,94,5,99,16,86,18,84,48,40,63,27,34,77,37,95,86,100,95,38,39,27,0
40,52,84,83,99,93,52,28,99,56,61,16,1,81,99,99,36,62,61,46,40,5,93,31,18,74,30
62,58,40,11,87,12,96,1,27,44,77,62,21,23,74,17,91,24,93,5,88,99,2,93,78,3,23
59,30,8,13,86,73,22,22,8,69,31,26,88,66,91,76,18,69,25,57,64,92,21,33,82,79,23
18,94,19,46,15,11,6,4,93,91,93,89,46,22,27,35,99,73,59,10,75,33,96,17,60,7,31
100,0,49,26,87,46,14,84,61,81,19,78,21,65,2,27,55,90,97,30,84,24,27,89,99,14,35
46,21,93,56,93,16,85,7,40,47,38,8,15,81,26,63,87,46,90,8,92,26,93,26,12,39,34
73,21,84,90,66,48,78,10,88,96,13,19,76,14,54,57,42,50,18,19,40,0,16,78,56,47,33
29,51,78,35,33,34,77,66,8,12,77,58,12,70,45,92,51,96,91,30,99,84,68,81,39,87,86
60,9,32,100,7,62,62,82,42,11,76,5,38,51,35,22,10,47,67,19,72,94,88,62,9,51,6
64,37,19,50,41,31,83,34,92,37,72,56,32,36,13,78,92,81,34,26,75,32,14,80,63,29,0
66,62,23,85,52,53,35,43,68,76,1,33,10,26,95,70,73,63,53,76,11,23,5,39,52,40,69
60,17,21,55,62,48,87,25,14,31,59,85,43,33,47,24,6,72,36,11,73,96,86,21,10,30,6
47,71,7,89,69,70,29,71,87,71,52,54,12,21,82,58,36,15,74,29,76,10,60,19,64,2,24
45,82,73,25,13,91,35,59,82,83,66,24,83,92,60,71,32,4,35,49,44,84,44,46,23,31,88
17,70,37,21,23,33,29,31,86,20,87,46,96,17,86,95,67,9,63,60,96,50,71,90,35,24,58
95,18,31,32,79,38,29,11,33,23,32,74,11,68,72,34,51,28,89,15,1,87,98,76,76,77,47
64,80,64,68,81,90,22,66,1,47,94,7,88,71,87,85,10,37,21,32,30,39,92,44,35,48,10
61,13,36,72,17,89,93,57,85,44,33,49,92,83,13,81,69,44,97,41,17,78,46,82,89,56,44
63,32,26,95,51,43,33,54,91,6,92,59,18,26,40,32,82,37,4,86,64,12,11,61,63,22,47
41,5,6,45,53,34,82,10,76,65,95,89,36,67,89,87,27,71,48,80,67,8,14,0,62,14,97
20,10,67,77,58,66,14,64,26,65,50,97,2,57,65,26,76,80,53,88,58,97,20,14,40,14,48
71,1,52,85,4,53,77,27,69,22,65,46,24,19,14,59,24,82,62,91,53,94,86,68,77,72,79
79,66,29,14,43,4,85,11,79,87,72,27,65,55,2,19,0,9,68,22,70,40,72,78,86,28,77
88,2,82,42,52,43,89,81,54,11,78,54,80,94,37,34,8,67,0,35,49,33,87,76,61,20,86
12,70,90,93,19,39,16,57,88,66,35,34,46,39,95,90,29,72,96,66,87,44,59,10,24,40,41
95,27,75,90,30,58,29,77,88,68,24,79,63,63,92,13,89,37,69,65,29,84,50,0,84,89,83
50,60,79,48,31,45,74,43,27,37,93,60,54,12,15,86,24,51,61,21,9,45,53,22,85,14,18
66,51,72,48,93,17,92,17,6,39,42,77,73,7,65,71,53,39,75,60,8,57,71,79,42,1,88
5,77,71,10,23,48,13,100,4,62,72,7,57,8,66,88,33,74,81,80,84,35,99,55,92,77,100
57,56,62,60,92,78,68,52,39,6,25,40,11,31,37,61,49,74,39,74,79,54,54,5,45,44,44
38,89,13,7,20,30,74,85,13,19,64,55,75,95,79,96,28,49,42,52,84,54,7,16,93,50,98
97,36,74,1,32,60,74,23,1,71,6,60,38,32,58,75,5,44,70,50,47,90,91,96,16,82,11
0,0,96,31,56,65,1,77,4,63,86,57,16,72,37,1,37,21,97,38,14,3,81,75,62,66,37
32,54,97,36,12,21,70,78,43,39,50,50,13,1,47,48,87,52,23,95,35,98,6,8,89,67,55
86,11,89,89,14,80,79,65,23,100,17,77,48,82,19,96,0,85,95,17,76,84,92,88,19,40,51
87,5,69,54,76,88,20,63,57,55,67,99,88,48,83,62,60,76,56,68,33,93,40,88,15,1,100
86,58,99,1,96,22,64,87,72,58,90,36,35,80,54,4,100,4,79,11,83,92,82,52,90,24,5
16,43,36,77,26,93,22,19,82,90,35,72,98,71,70,18,8,5,31,45,37,85,60,4,5,67,67
35,87,46,24,62,24,34,12,56,23,39,8,90,90,16,87,36,81,96,97,42,51,51,28,79,7,36
75,100,56,27,68,71,56,37,68,34,43,90,2,70,93,3,42,35,28,51,79,20,49,9,33,26,62
0,81,90,45,95,83,35,100,41,70,29,66,83,25,27,97,1,18,13,52,8,31,74,2,70,26,44
66,1,29,81,83,49,65,92,60,100,11,63,72,45,50,18,36,32,87,100,18,66,52,76,90,94,16
95,81,44,56,78,37,49,94,16,81,78,45,61,3,87,21,34,80,99,95,37,94,82,79,30,21,56
93,58,30,92,48,62,21,32,66,8,81,92,56,60,32,19,72,50,55,53,8,77,77,30,12,100,56
75,27,6,28,3,12,99,8,18,36,1,69,67,56,47,6,47,38,18,27,36,85,50,53,61,69,100
78,34,42,68,94,12,3,54,0,79,79,52,34,63,53,60,89,95,91,19,85,3,72,77,34,53,36
55,39,60,14,81,91,29,24,44,84,59,81,29,8,42,74,97,7,47,62,56,34,67,7,55,18,41
85,56,61,54,7,8,52,17,59,41,27,29,19,3,71,43,100,3,70,42,34,28,11,72,63,34,10
65,99,77,56,30,18,47,72,15,27,48,18,32,5,85,24,75,53,50,95,54,60,30,19,36,35,28
33,90,68,45,18,65,37,70,10,72,14,12,60,50,37,26,98,65,69,62,19,28,0,89,95,45,31
87,22,10,1,31,96,46,18,93,81,63,25,95,80,76,74,17,68,39,9,96,59,14,67,85,2,88
11,23,77,1,57,25,83,91,83,52,22,10,68,87,26,57,31,47,14,92,67,29,99,96,43,27,30
5,0,98,70,22,63,26,28,37,68,40,97,19,99,37,21,39,85,53,65,16,32,40,14,79,41,17
87,47,35,50,11,16,3,87,18,64,95,4,37,90,37,6,57,54,79,91,5,59,98,49,65,94,89
10,72,88,24,18,32,35,42,63,25,33,100,47,68,95,9,11,72,28,46,12,11,23,7,62,76,86
99,45,78,31,76,43,0,69,14,7,84,84,52,33,11,40,39,5,5,55,72,82,98,22,86,68,11
71,39,56,97,61,41,4,23,17,59,32,12,86,47,32,41,26,31,64,83,72,92,95,88,19,55,48
26,37,30,58,69,98,4,92,53,8,9,33,4,29,51,91,82,79,54,18,95,84,55,88,40,20,96
10,58,75,100,4,60,0,4,9,81,48,87,34,60,11,32,40,22,30,81,92,81,35,43,60,12,42
18,43,56,98,13,86,19,54,3,65,90,16,68,68,93,29,90,25,46,44,13,81,28,64,38,33,10
14,100,30,21,47,7,76,36,48,43,12,69,14,63,34,78,6,21,64,30,84,6,47,90,73,73,52
63,2,48,56,22,50,96,10,88,86,59,72,47,28,4,74,71,95,24,50,18,93,11,79,5,62,79
75,56,26,64,24,23,26,43,9,90,21,36,41,80,16,73,35,66,5,76,38,33,43,9,65,31,4
97,18,38,84,78,72,15,42,88,93,61,45,90,37,76,26,16,66,32,16,38,0,40,29,39,78,11
45,74,98,85,65,62,37,83,21,47,73,12,37,37,62,20,95,13,88,18,32,2,19,5,14,59,50
13,38,18,46,56,2,26,5,49,52,6,5,49,13,30,36,62,5,68,64,46,90,18,61,38,14,88
8,1,55,12,38,25,14,94,7,2,5,12,28,26,44,24,63,32,95,32,91,63,44,39,96,52,74
21,88,75,79,40,80,18,20,59,71,40,87,10,18,22,17,37,76,38,38,35,36,10,27,85,40,8
55,75,91,64,69,70,41,49,76,30,32,33,4,2,66,68,68,27,13,20,20,78,5,59,23,48,30
75,72,19,11,18,44,32,54,11,45,76,78,16,47,3,12,41,95,36,39,60,94,90,0,54,9,32
36,30,35,31,21,88,28,60,14,35,2,47,33,81,70,0,88,48,98,89,37,80,61,74,16,9,77
7,85,51,94,64,74,27,11,75,11,77,19,74,91,42,42,71,13,94,10,79,49,81,63,71,44,51
52,6,48,38,23,30,3,27,96,90,72,42,51,27,56,12,4,54,48,99,62,5,19,18,93,57,45
87,81,26,1,46,17,30,9,6,24,2,9,47,29,19,6,58,9,39,85,8,45,7,82,84,88,93
60,11,51,73,8,6,24,75,15,96,23,42,16,29,70,85,67,22,10,64,63,12,96,13,23,45,98
36,87,47,26,77,29,35,61,0,62,75,37,86,89,93,31,46,96,38,60,49,18,56,20,88,89,82
89,57,46,33,56,44,32,64,86,29,67,46,14,17,98,29,49,39,34,69,92,67,3,7,38,5,96
74,70,96,9,52,87,80,60,99,63,61,94,80,48,12,57,44,63,90,79,18,60,36,16,25,84,35
35,72,48,21,31,81,98,81,38,6,22,96,99,21,13,27,98,55,52,15,66,94,26,75,60,76,34
81,79,69,9,68,42,61,21,67,32,8,93,55,74,66,83,19,22,59,27,21,24,51,79,75,96,92
1,8,13,20,45,84,87,43,81,48,36,87,66,98,84,22,5,44,91,41,22,59,97,12,68,23,65
79,80,54,44,97,90,81,14,4,26,81,47,17,40,67,41,90,85,4,82,56,17,90,19,28,46,41
16,38,48,13,77,48,47,12,2,24,21,7,44,72,29,3,12,55,10,61,15,10,50,76,73,14,51
34,81,96,100,73,38,55,23,81,100,53,87,31,31,28,77,43,26,26,8,100,95,56,20,37,56,21
34,18,88,31,67,26,47,97,58,70,15,15,2,26,96,39,18,81,69,38,4,31,61,31,90,74,74
45,88,0,26,71,48,0,45,79,35,49,26,74,42,34,42,86,11,25,35,83,66,25,5,88,8,87
89,94,82,94,46,71,98,38,12,93,4,35,8,11,4,81,41,16,51,11,88,57,54,13,23,38,17
75,9,13,49,26,48,65,52,88,2,52,26,91,88,49,1,71,59,75,83,68,96,8,1,25,45,68
48,11,27,33,16,88,6,21,60,85,46,30,66,42,44,41,20,33,47,91,30,71,16,59,12,29,48
2,80,9,82,81,71,84,32,29,92,0,17,4,92,96,88,47,59,83,17,50,81,6,89,79,87,19
75,41,38,18,73,72,28,93,99,16,82,60,100,86,10,48,2,95,27,19,80,76,69,3,87,26,11
49,48,96,98,35,76,80,85,29,77,65,73,51,57,62,50,15,57,5,70,64,49,60,63,68,47,75
3,26,57,87,61,82,95,73,49,82,73,70,22,20,89,52,59,70,35,3,94,0,34,11,46,4,50
99,18,50,67,16,67,4,5,38,35,7,31,73,19,5,60,1,4,59,14,23,56,16,66,41,68,3
60,78,44,86,28,88,50,19,10,39,67,50,45,68,76,56,86,63,74,51,83,53,31,16,100,58,39
45,62,53,20,78,4,40,42,16,57,13,37,44,95,23,6,43,79,15,18,79,72,20,76,90,38,21
97,97,99,79,85,27,23,81,99,53,52,12,98,36,16,34,94,19,77,76,74,84,52,65,67,49,58
82,38,30,21,29,49,90,35,86,30,68,7,32,80,20,82,40,31,59,90,2,56,40,86,39,11,50
7,89,44,82,33,75,50,12,92,25,51,58,75,42,71,15,92,64,4,31,69,88,98,50,20,43,70
92,85,43,44,83,53,91,94,22,51,14,79,5,42,75,15,1,20,89,48,38,95,26,14,60,99,96
78,83,32,80,4,65,94,14,28,23,94,83,66,38,8,13,62,2,22,68,54,61,67,66,11,14,6
11,94,80,5,74,31,51,48,23,36,27,20,30,72,73,49,65,32,3,80,96,13,63,0,79,29,87
3,10,72,30,11,65,92,39,63,47,67,77,13,49,9,10,11,66,29,8,15,11,16,1,26,11,69
54,73,9,33,100,81,18,50,20,24,88,77,26,22,5,43,28,100,61,7,58,78,10,63,27,20,18
5,94,41,82,2,83,19,40,6,22,87,25,85,82,83,44,11,77,84,57,97,15,9,35,61,44,69
76,46,86,26,19,44,86,83,60,85,68,72,40,44,70,61,92,4,38,19,32,3,53,22,54,42,46
94,15,76,46,44,64,42,74,59,80,28,21,47,24,40,60,82,43,44,70,87,38,94,72,16,44,63
26,11,31,52,29,18,64,79,54,32,85,84,1,12,82,76,33,89,63,29,82,26,83,10,81,69,63
40,35,1,52,26,9,25,67,69,72,28,92,5,21,90,94,9,13,39,1,26,39,41,88,36,93,92
96,71,85,89,84,6,21,83,50,43,57,92,68,40,24,63,26,64,24,29,77,28,66,77,74,70,76
18,49,25,33,17,24,77,89,71,18,74,61,72,48,21,9,100,97,73,14,75,62,53,2,43,27,6
53,35,27,32,13,29,44,48,5,30,62,16,85,66,97,11,72,66,71,65,69,28,60,76,80,66,68
52,16,61,58,28,53,25,85,83,31,65,40,30,49,43,31,41,76,17,58,75,83,14,61,23,73,45
58,6,60,68,45,2,96,14,53,24,32,26,15,84,36,1,75,81,84,37,71,5,15,3,1,60,88
53,78,17,79,30,14,3,66,60,48,6,41,66,92,55,65,37,32,92,41,13,52,28,15,76,71,33
74,80,25,67,68,21,76,2,19,55,69,81,68,6,12,18,50,63,65,95,9,29,85,2,18,44,52
85,55,8,82,97,78,70,39,52,79,31,18,73,21,45,12,33,91,75,29,71,82,42,29,67,69,4
72,24,69,24,1,20,86,98,37,49,38,79,10,72,59,79,40,14,51,37,68,17,100,24,45,44,50
5,51,56,96,22,64,54,53,10,31,24,79,99,9,72,55,96,14,66,64,59,22,17,71,72,11,83
36,48,69,39,9,75,8,30,28,65,35,31,20,100,12,23,30,65,18,12,68,50,27,48,80,64,44
46,21,18,95,53,11,49,62,76,65,94,79,72,42,85,0,4,81,64,82,34,10,99,98,65,90,48
52,9,97,90,49,6,25,85,28,90,60,99,27,94,40,23,20,24,81,18,40,72,81,88,55,56,55
62,64,66,48,16,64,4,87,70,34,52,43,52,56,87,80,87,10,76,49,51,25,27,51,8,53,22
58,75,47,68,20,48,56,95,92,33,30,28,82,92,37,76,75,1,45,48,20,72,95,20,35,25,95
58,95,73,76,30,72,73,45,49,96,30,89,42,72,79,12,25,76,66,56,31,19,47,7,51,15,41
52,71,82,20,87,80,28,66,37,55,21,64,63,56,33,77,71,97,7,60,39,80,86,54,18,7,3
29,5,49,11,12,78,29,75,32,0,40,18,94,40,0,70,87,17,61,3,5,63,21,97,87,67,60
59,17,92,70,21,1,50,6,100,90,68,25,66,96,59,76,36,73,36,13,27,23,25,34,8,96,34
49,96,89,81,84,76,84,23,72,3,13,66,89,66,86,17,0,0,97,0,75,20,79,12,16,75,89
92,39,89,34,1,9,30,52,60,5,66,5,59,72,42,2,75,43,0,47,37,98,50,33,45,13,24
34,97,82,10,43,62,52,94,54,67,12,58,32,11,44,17,35,33,87,49,47,66,54,57,37,5,32
70,36,32,74,68,64,63,18,85,84,73,28,35,72,32,28,9,79,61,73,1,57,13,48,66,83,51
27,69,96,78,27,34,2,2,100,0,19,91,15,59,48,79,57,79,38,28,47,64,74,48,95,67,25
91,45,22,32,6,21,43,100,81,50,82,15,68,28,83,67,14,53,79,42,31,6,76,40,12,46,33
6,84,56,32,43,76,82,50,49,97,79,9,57,99,75,81,74,99,62,87,74,4,93,70,56,77,36
81,16,2,23,3,96,47,45,50,11,9,2,93,80,0,81,10,46,99,28,87,8,12,77,46,10,50
31,36,67,64,47,12,86,29,49,75,6,77,63,2,68,30,85,84,10,1,100,12,67,2,2,35,6
22,60,47,23,53,58,26,97,34,15,7,33,21,66,21,71,57,56,63,0,32,12,0,53,29,62,99
75,10,99,44,49,44,24,20,66,3,22,62,40,65,9,37,24,42,87,23,4,69,37,10,56,48,39
19,38,69,76,42,88,31,73,70,77,97,3,94,42,94,97,43,4,9,1,4,12,52,18,9,28,43
10,85,20,68,56,34,31,51,28,68,10,8,6,97,6,4,68,42,89,100,9,25,95,69,3,97,19
84,11,3,69,40,44,78,91,91,78,78,65,67,26,7,38,99,53,42,13,76,30,80,40,14,90,58
80,18,12,71,57,73,27,37,40,50,64,66,61,79,64,51,37,41,85,79,90,86,30,57,66,29,82
35,88,19,48,79,23,16,11,26,6,38,44,44,39,50,37,59,14,78,75,51,25,46,26,29,45,55
79,21,81,77,0,13,22,85,86,65,7,84,18,17,47,47,2,90,56,51,6,46,57,20,17,1,99
28,75,23,12,31,100,24,85,57,6,56,27,31,81,59,45,39,11,68,50,27,6,73,6,86,75,17
69,97,46,15,20,69,82,44,77,46,94,98,46,58,66,7,69,87,23,62,99,35,71,12,73,71,30
47,11,62,16,30,91,32,89,22,60,53,50,49,28,59,38,65,89,48,50,42,84,71,74,77,30,66
99,74,45,70,63,14,41,65,25,35,72,79,69,27,43,9,33,57,51,10,24,14,20,74,23,0,22
37,29,42,77,26,73,51,100,18,65,61,83,7,5,60,23,3,77,79,95,57,90,23,32,3,51,51
16,8,52,25,32,79,53,52,48,65,46,59,72,73,62,15,89,13,15,68,39,63,71,92,10,44,31
14,11,21,10,23,50,44,77,14,86,73,5,56,73,5,90,73,71,7,72,42,16,3,80,0,40,8
78,76,51,59,58,67,5,24,33,15,43,59,16,94,39,57,43,91,77,32,40,42,8,19,37,65,10
84,26,76,84,74,81,27,72,76,62,65,16,98,93,44,83,27,11,49,72,26,89,88,84,84,1,63
55,64,48,89,13,20,81,2,38,28,13,88,73,59,4,23,93,70,18,78,28,1,76,79,93,16,50
56,38,72,86,52,38,7,97,65,67,91,37,69,20,48,47,33,34,57,66,93,53,41,76,27,31,52
2,0,38,47,42,73,66,66,89,43,51,39,68,11,27,3,93,96,5,7,23,84,94,64,60,28,40
31,83,55,48,67,85,47,90,15,61,70,40,33,11,60,31,75,15,49,86,17,20,1,97,73,4,58
82,33,41,90,32,5,41,89,27,98,27,46,95,0,63,18,39,22,22,86,54,79,37,41,51,14,25
71,10,29,59,1,12,6,68,59,72,47,99,70,13,47,5,9,55,30,58,25,4,30,59,31,97,72
37,89,87,0,57,28,75,70,55,11,98,75,37,19,40,85,82,39,28,62,94,18,60,67,8,15,12
22,0,20,90,28,56,5,72,10,98,97,78,43,86,84,19,28,47,66,35,22,82,55,51,86,31,15
12,8,61,65,12,25,61,65,12,45,13,37,90,9,5,68,66,4,54,16,82,22,33,29,73,97,26
36,32,63,52,22,13,2,45,77,84,58,99,91,4,55,51,84,23,63,73,18,64,31,85,82,51,67
22,58,58,79,80,68,11,98,59,92,11,36,97,53,43,6,98,23,76,3,98,65,91,46,71,44,7
21,71,33,80,80,36,62,74,58,92,31,81,68,71,98,80,17,50,5,87,21,27,100,53,32,61,79
72,14,37,66,2,94,13,88,63,3,42,35,75,64,38,61,81,36,28,40,78,30,53,40,47,1,15
19,28,16,27,58,88,20,11,6,73,29,17,93,100,26,58,56,58,95,93,69,65,65,89,86,59,88
47,91,29,13,11,89,25,70,77,71,6,48,26,65,23,14,50,65,79,52,88,83,45,74,28,50,19
80,38,19,13,9,10,28,17,44,61,44,96,68,37,18,41,68,46,3,31,18,34,51,26,46,3,57
55,6,58,36,10,39,23,77,55,22,65,90,96,78,28,2,63,20,71,61,78,3,73,56,60,67,96
97,62,52,80,44,40,45,44,97,86,7,28,62,32,95,54,80,6,50,78,29,75,98,6,39,96,12
16,52,31,57,51,30,18,24,4,2,0,76,2,28,70,25,74,58,54,29,99,23,97,90,95,2,63
